stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1091,1091,Malilla (parell) - Centre de Salut,CTRA MALILLA 60 - VALÈNCIA,39.4504876941937,-0.3793128527955,,,0,
1096,1096,Ramon Llull - Bernat Fenollar,C RAMON LLULL 31 (DAVANT) - VALÈNCIA,39.4770165099174,-0.346399315308406,,,0,
11,11,Doctor Lluch,C DOCTOR LLUCH 157 (DAVANT) - VALÈNCIA,39.4694008032899,-0.327974648167263,,,0,
1109,1109,Tomás de Montañana (imparell) - Astúries,C PADRE TOMAS MONTAÑANA 24 (DAVANT) - VALÈNCIA,39.4632666423311,-0.35201482424505,,,0,
1110,1110,Doctor Manuel Candela (parell) - Port,C DOCTOR MANUEL CANDELA 6 - VALÈNCIA,39.465971269122,-0.350947257709471,,,0,
1111,1111,Doctor Manuel Candela (parell) - Sants Just i Pastor,C DOCTOR MANUEL CANDELA 52 - VALÈNCIA,39.4703578121229,-0.349165018548035,,,0,
1114,1114,Ramon Llull - García Donato,C RAMON LLULL 29 - VALÈNCIA,39.4769473657555,-0.346744685199329,,,0,
1116,1116,Doctor Manuel Candela (imparell) - Blasco Ibáñez,C DOCTOR MANUEL CANDELA 77 - VALÈNCIA,39.4730029527547,-0.348354334700946,,,0,
1117,1117,Doctor Manuel Candela - Sants Just i Pastor,C DOCTOR MANUEL CANDELA 53 - VALÈNCIA,39.4704692160353,-0.349410106089832,,,0,
1118,1118,Doctor Manuel Candela (imparell) - Rodríguez de Cepeda,C DOCTOR MANUEL CANDELA 29 - VALÈNCIA,39.4683243024895,-0.350279501675388,,,0,
1119,1119,Doctor Manuel Candela (imparell) - Port,C DOCTOR MANUEL CANDELA 3 - VALÈNCIA,39.4660557228582,-0.351215714721446,,,0,
112,112,Ramon Llull - Leandro de Saralegui,C RAMON LLULL 5 - VALÈNCIA,39.4751298394034,-0.347489715364035,,,0,
1120,1120,Tomás de Montañana (parell) - Astúries,C PADRE TOMAS MONTAÑANA 22 - VALÈNCIA,39.4634808369668,-0.352260011317477,,,0,
1125,1125,Comte de Torrefiel - Mestre Marçal,C CONDE DE TORREFIEL 28 - VALÈNCIA,39.4932532920652,-0.375937054687836,,,0,
1126,1126,Comte de Torrefiel - Josep Esteve,C CONDE DE TORREFIEL 74 - VALÈNCIA,39.495825823985,-0.376812275679414,,,0,
1127,1127,Comte de Torrefiel - Riu Bidasoa,C CONDE DE TORREFIEL 114 - VALÈNCIA,39.4980540792449,-0.37734728859032,,,0,
1128,1128,Mercat de Torrefiel,C SANTO DOMINGO SAVIO 94 (DAVANT) - VALÈNCIA,39.4979393936278,-0.376233981458268,,,0,
1129,1129,Sant Doménec Savio - Josep Esteve,C SANTO DOMINGO SAVIO 51 - VALÈNCIA,39.4960892991115,-0.37550518252488,,,0,
113,113,Blasco Ibáñez - Ramon Llull,AV BLASCO IBAÑEZ 73 (BARDISSA) - VALÈNCIA,39.4743323828572,-0.348748047755252,,,0,
1130,1130,Pere Patrici Mey - Felip Rinaldi,C PEDRO IMPRESOR PATRICIO MEY 29 - VALÈNCIA,39.4925156270022,-0.3770885570689,,,0,
1131,1131,Pintor Jacomart - Comte de Torrefiel,C PINTOR JACOMART 29 - VALÈNCIA,39.4964676445607,-0.377254841134174,,,0,
1132,1132,Músic Espí - Gravador Fabregat,PL MUSICO ESPI 1 (DAVANT) - VALÈNCIA,39.4970387402291,-0.374416832972509,,,0,
1133,1133,Tossal del Rei,C CONDE DE LUMIARES 26 (DAVANT) - VALÈNCIA,39.4961294149849,-0.372232747867506,,,0,
1134,1134,Blasco Ibáñez (parell) - José María Haro,AV BLASCO IBAÑEZ 182 - VALÈNCIA,39.4707646964166,-0.338129176137629,,,0,
1136,1136,Palma de Gandia - Venta del Moro,C PALMA DE GANDIA S/N - BENIFARAIG,39.5295470529398,-0.384152246290019,,,0,
1137,1137,Ferrer i Bigné - Clavells,C FERRER Y BIGNE 21 - BENIFARAIG,39.5276439492337,-0.385803888600548,,,0,
1138,1138,Ferrer i Bigné - Santíssima Creu,C FERRER Y BIGNE 67 - BENIFARAIG,39.529741255789,-0.385591988062752,,,0,
1139,1139,Ferrer i Bigné - Nelo el Fariner,C FERRER Y BIGNE 97 - BENIFARAIG,39.5307887093221,-0.385478005934089,,,0,
114,114,Blasco Ibáñez - Vinalopó,AV BLASCO IBAÑEZ 55 (JARDÍ) - VALÈNCIA,39.4750789823305,-0.351166330761477,,,0,
1140,1140,Camí de Moncada - Gasolinera,CAMI MONCADA 341 - VALÈNCIA,39.5122945742823,-0.386464265446322,,,0,
1141,1141,Germans Maristes (imparell) - Fonteta de Sant Lluís,AV HERMANOS MARISTAS 14 (DAVANT) - VALÈNCIA,39.4516238629282,-0.367827968919416,,,0,
1143,1143,Centre de Salut Fonteta,C GRABADOR JORDAN 74 - VALÈNCIA,39.4425077269245,-0.368161746375685,,,0,
1145,1145,Campus de Burjassot,AV VICENTE ANDRES ESTELLES S/N - BURJASSOT,39.5089554660896,-0.420535567285886,,,0,
1148,1148,Font d'en Corts (imparell) - Alqueria Reial,C FUENTE EN CORTS 67-69 - VALÈNCIA,39.4475363998085,-0.359679824665164,,,0,
1149,1149,Font d'en Corts (parell) - Davant Alqueria Reial,C FUENTE EN CORTS 66-68 - VALÈNCIA,39.4473935157162,-0.359681907081039,,,0,
115,115,Blasco Ibáñez - República Argentina,AV BLASCO IBAÑEZ 84 (JARDÍ) - VALÈNCIA,39.4748436414498,-0.351183297318604,,,0,
1150,1150,Pintor Jacomart - Sant Doménec Savio,C PINTOR JACOMART 15 - VALÈNCIA,39.4968007778838,-0.375981946314974,,,0,
1151,1151,Centre de Salut Salvador Allende,C CONDE DE LUMIARES 4 (DAVANT) - VALÈNCIA,39.4947096429424,-0.372614965718033,,,0,
1152,1152,Camí de Moncada - Camí Alqueria de Marquet,CAMI MONCADA 341 (DAVANT) - VALÈNCIA,39.5122017279213,-0.386330821336243,,,0,
1153,1153,Polvorí - Velòdrom Lluís Puig,C SENDA DEL POLVORIN 32 - BENIMÀMET,39.5023067447204,-0.426394091100048,,,0,
1158,1158,Passeig Marítim - Séquia de la Cadena,PSEG PASEO MARITIMO CASABLANCA - VALÈNCIA,39.4735076472157,-0.324666459982753,,,0,
1159,1159,Passeig Marítim - Platja de la Malva-rosa,PSEG PASEO MARITIMO ISABEL DE VILLENA - VALÈNCIA,39.4770607415504,-0.324621536476107,,,0,
116,116,Blasco Ibáñez - Doctor Manuel Candela,AV BLASCO IBAÑEZ 104 (JARDÍ) - VALÈNCIA,39.4741516578304,-0.348998876195894,,,0,
1160,1160,Passeig Marítim - Vicent la Roda,PSEG PASEO MARITIMO DAVANT.VTE.LA RODA - VALÈNCIA,39.479031040775,-0.324629107896173,,,0,
1161,1161,Passeig Marítim - Font d'en Carròs,PSEG PASEO MARITIMO DAVANT FONT D'EN CARRÓS - VALÈNCIA,39.4812656715298,-0.324674565694566,,,0,
1162,1162,Passeig Marítim - Mendizábal,PSEG PASEO MARITIMO FINAL PASSEIG - VALÈNCIA,39.4835524413656,-0.325202401982979,,,0,
1163,1163,Isabel de Villena - Font d'en Carròs,C ISABEL DE VILLENA 127 - VALÈNCIA,39.4811581847078,-0.325800351520385,,,0,
1164,1164,Isabel de Villena - Vicent la Roda,C ISABEL DE VILLENA 89 - VALÈNCIA,39.478966067472,-0.325857514319212,,,0,
1165,1165,Centre de Salut Malva-rosa,C ISABEL DE VILLENA 43 - VALÈNCIA,39.4768935107442,-0.325829082143007,,,0,
1168,1168,Comissaria Policia Local Marítim,C DOCTOR MARCOS SOPENA 1 - VALÈNCIA,39.4630421701996,-0.328636238328191,,,0,
117,117,Ramon Llull - Escultor Alfons Gabino,C RAMON LLULL 6 - VALÈNCIA,39.4752512098199,-0.347176761902414,,,0,
1170,1170,Foc - Amadeu Desfilis,C FOC  DEL 1 - VALÈNCIA,39.4999428470576,-0.394510305726936,,,0,
1175,1175,Tres Creus - Segona República Espanyola,AV TRES CRUCES 103 (CARRIL BUS) - VALÈNCIA,39.458628918607,-0.402776519236905,,,0,
1176,1176,Tres Creus - Doctor Pérez Feliu,AV TRES CRUCES 79 (CARRIL BUS) - VALÈNCIA,39.4605506140407,-0.40398669757148,,,0,
1177,1177,Tres Creus - Tres Forques,AV TRES CRUCES CANTÓ T.FORQUES (CARRIL BUS) - VALÈNCIA,39.4628028774196,-0.405469889211303,,,0,
1183,1183,General Avilés - Doctor Nicasi Benlloch,AV GENERAL AVILES 10 - VALÈNCIA,39.4881164216225,-0.391119646556824,,,0,
1184,1184,General Avilés - Miguel Servet (parell),AV GENERAL AVILES 28 - VALÈNCIA,39.4869233317774,-0.393924852119423,,,0,
1190,1190,Tres Creus - Dels Hostalers,AV TRES CRUCES 46 (CARRIL BUS) - VALÈNCIA,39.4602492832839,-0.40391266475757,,,0,
1199,1199,Comte de Torrefiel - Escultor Piquer,C CONDE DE TORREFIEL 6 - VALÈNCIA,39.4922035226058,-0.375574614810981,,,0,
12,12,Doctor Lluch - Metro Cabanyal,C DOCTOR LLUCH 229 (DAVANT) - VALÈNCIA,39.4716646440523,-0.327649534855141,,,0,
1210,1210,Blasco Ibáñez - Serradora,AV BLASCO IBAÑEZ 177 ACC - VALÈNCIA,39.4706486517337,-0.335619602756348,,,0,
1211,1211,Blasco Ibáñez (imparell) - José María Haro,AV BLASCO IBAÑEZ 173 - VALÈNCIA,39.4712121325687,-0.337306543314354,,,0,
1217,1217,Doctor Peset Aleixandre - Felip Rinaldi,AV DOCTOR PESET ALEIXANDRE 24 - VALÈNCIA,39.4916779458968,-0.376153143301324,,,0,
1218,1218,Amadeu de Savoia - Palau de l'Exposició,C AMADEO DE SABOYA 14 - VALÈNCIA,39.473670469165,-0.362030908167136,,,0,
1223,1223,Tres Creus (carril bus) - Esteban Pernet,AV TRES CRUCES 8 (CARRIL BUS) - VALÈNCIA,39.4669755794595,-0.406336571233835,,,0,
1225,1225,Camí nou de Picanya - Arquitecte Segura de Lago,CAMI PICAñA (CNO. NUEVO) 19 - VALÈNCIA,39.4565222222297,-0.403904769326043,,,0,
1229,1229,Els Orriols - Metro Sant Miquel dels Reis,C SANTIAGO RUSIÑOL SANT JOAN BOSCO - VALÈNCIA,39.4969315673299,-0.369162149903154,,,0,
1231,1231,Dolores Marqués - Metro Benimaclet,C DOLORES MARQUES 1 - VALÈNCIA,39.4856123098068,-0.363398650999678,,,0,
1232,1232,Dolores Marqués - Reverend José María Pinazo,C DOLORES MARQUES 13 - VALÈNCIA,39.4866716920499,-0.362841261483534,,,0,
1233,1233,Dolores Marqués - Assagador d'Alboraia,C DOLORES MARQUES 27 - VALÈNCIA,39.4882406959994,-0.362046439611318,,,0,
1239,1239,Primat Reig - Xàbia,AV PRIMADO REIG 187 (DAVANT) - VALÈNCIA,39.4790370060083,-0.35655384412256,,,0,
124,124,Blasco Ibáñez - José María Orense,AV BLASCO IBAÑEZ 149 - VALÈNCIA,39.4719838613564,-0.339945288152376,,,0,
1240,1240,Benimaclet - Lliri Blau,C LLIRI BLAU S/N - VALÈNCIA,39.4870154362692,-0.35702099287379,,,0,
1242,1242,Mediterrània - Doctor Lluch,C MEDITERRANEO 32 - VALÈNCIA,39.4675715434256,-0.328567471120793,,,0,
1243,1243,Mediterrània - Reina,C MEDITERRANEO 21 - VALÈNCIA,39.4677089747799,-0.329172556468668,,,0,
1245,1245,Pont de l'Exposició - Albereda,PSEG ALAMEDA DAVANT P.VALDÉS) - VALÈNCIA,39.4738150450158,-0.364430715660363,,,0,
125,125,Blasco Ibáñez - Actor Enrique Rambal,AV BLASCO IBAÑEZ 127 - VALÈNCIA,39.472804470575,-0.342582993937016,,,0,
1254,1254,Cid - Aiora,AV CID 11 - VALÈNCIA,39.4673002395871,-0.391879476811421,,,0,
126,126,Blasco Ibáñez - Hondures,AV BLASCO IBAÑEZ 97 - VALÈNCIA,39.4737710406095,-0.345881377138186,,,0,
1263,1263,Comte de Salvatierra - Colón,C CONDE DE SALVATIERRA 3 - VALÈNCIA,39.4710853202928,-0.369079855609523,,,0,
1265,1265,Conselleria d'Educació,AV CAMPANAR CONSELLERIA - VALÈNCIA,39.4838811765719,-0.391894463157776,,,0,
1266,1266,Avinguda Campanar - Centre de Salut,AV CAMPANAR 21 - VALÈNCIA,39.4843632894301,-0.391444060991851,,,0,
1268,1268,Tres Creus (parell) - Hospital General,AV TRES CRUCES 2 (CARRIL BUS) - VALÈNCIA,39.4682964576922,-0.406421624685819,,,0,
127,127,Blasco Ibáñez - Actriu Encarna Máñez,AV BLASCO IBAÑEZ 126 - VALÈNCIA,39.4730977842023,-0.346162238483899,,,0,
1272,1272,Campanar - Monestir de Poblet,AV PIO XII 51 - VALÈNCIA,39.4850218238982,-0.396020460294113,,,0,
1274,1274,Tres Creus - Mercat de Castella,AV TRES CRUCES 10 - VALÈNCIA,39.4662217299542,-0.40640258762618,,,0,
1277,1277,Primat Reig - Ministre Luis Mayans,AV PRIMADO REIG 18 - VALÈNCIA,39.4897638456443,-0.370957156147121,,,0,
1278,1278,Àngel Guimerà - Ferran el Catòlic,C ANGEL GUIMERA 10 - VALÈNCIA,39.4703573836581,-0.384505372310548,,,0,
128,128,Blasco Ibáñez - Músic Ginés,AV BLASCO IBAÑEZ 158 - VALÈNCIA,39.472159226095,-0.34290729431871,,,0,
1280,1280,Pintor Jacomart - Alcanyís,C PINTOR JACOMART 57 - VALÈNCIA,39.4959413283266,-0.379854855000045,,,0,
1282,1282,Universitats - Facultat de Ciències Socials,C RAMON LLULL SOLAR - VALÈNCIA,39.4794259280479,-0.345642428820316,,,0,
1283,1283,Ramon Llull - Campus Tarongers,C RAMON LLULL NOVES FACULTATS - VALÈNCIA,39.4794057200339,-0.345320028119498,,,0,
1289,1289,Vicent Puchol (imparell) - Centre de Salut,C VICENTE PUCHOL 25 - CASTELLAR-OLIVERAL,39.4279418038507,-0.363937186838982,,,0,
129,129,Blasco Ibáñez - Enginyer Rafael Janini,AV BLASCO IBAÑEZ 168 - VALÈNCIA,39.4713883829179,-0.340261807612876,,,0,
1290,1290,Vicent Puchol (parell) - Centre de Salut,C VICENTE PUCHOL 24 - CASTELLAR-OLIVERAL,39.4282424532239,-0.363971545578161,,,0,
1295,1295,Mestre Rodrigo - Marqués de Sant Joan,AV MAESTRO RODRIGO 10 - VALÈNCIA,39.4773649811379,-0.397361946973083,,,0,
1296,1296,Marqués de Sant Joan - Campanar,C MARQUÉS DE SAN JUAN 7 - VALÈNCIA,39.478713520846,-0.395248742312544,,,0,
1298,1298,Espinosa - Guillem de Castro,C ESPINOSA 1 - VALÈNCIA,39.4721221948729,-0.384395971701396,,,0,
13,13,Doctor Lluch - Vicent Guillot,C DOCTOR LLUCH 228 - VALÈNCIA,39.4734693265711,-0.327376919275086,,,0,
1305,1305,Guillem de Castro - Na Jordana,C GUILLEM DE CASTRO 160 - VALÈNCIA,39.4811031166218,-0.381013247607683,,,0,
1306,1306,Pont de les Drassanes - Terminal marítima,AV INGENIERO MANUEL SOTO 15 (DAVANT ILLETA) - VALÈNCIA,39.4550242990921,-0.32998933436068,,,0,
1307,1307,Tres Creus - Llombai,AV TRES CRUCES 49 - VALÈNCIA,39.4646006062265,-0.405386869840207,,,0,
1310,1310,Manuel Carboneres - Sant Francesc de Paula,C MANUEL CARBONERES 8 (DAVANT) - VALÈNCIA,39.4459866531768,-0.330974720580686,,,0,
1311,1311,Pare Ferris (imparell) - Gregori Gea,C PADRE FERRIS 21 - VALÈNCIA,39.4830848807886,-0.384928009427594,,,0,
1318,1318,Molinell (parell) - Alboraia,C MOLINELL 8 - VALÈNCIA,39.484996557226,-0.369500993647688,,,0,
1319,1319,Corts Valencianes - Palau de Congressos,AV CORTS VALENCIANES P.CONGRESSOS (PAR) - VALÈNCIA,39.4941905784554,-0.401792630784615,,,0,
1320,1320,Camp de Túria (parell) - Corts Valencianes,C CAMP DEL TURIA 6 - VALÈNCIA,39.4943253414252,-0.404004193537992,,,0,
1321,1321,Camp de Túria (imparell) - Corts Valencianes,C CAMP DEL TURIA 6 (DAVANT) - VALÈNCIA,39.4939437436427,-0.40366049333351,,,0,
1326,1326,Ciutat de l'Artista Faller,C NINOT  DEL 19 (DAVANT) - VALÈNCIA,39.5005441807215,-0.393280308292197,,,0,
1329,1329,Palmaret - Moncada,AV PALMARET  DEL s/n - CARPESA,39.5176982825771,-0.386332302086543,,,0,
1330,1330,Quartell - Metro Florista,C CUARTELL 4 - VALÈNCIA,39.4955744903869,-0.397432631294019,,,0,
1331,1331,Florista - Carrasqueta,C FLORISTA 113 - VALÈNCIA,39.4938258625061,-0.395935236346456,,,0,
1332,1332,Florista - Metro Garbí,C FLORISTA 63 - VALÈNCIA,39.4918914275393,-0.393869541537676,,,0,
1333,1333,Bon Recés - Florista,C BUEN RETIRO CANTÓ FLORISTA - VALÈNCIA,39.490421248775,-0.392439424346761,,,0,
1348,1348,Doctor Nicasi Benlloch - Emili Nadal,C DOCTOR NICASIO BENLLOCH 27 - VALÈNCIA,39.4888948758027,-0.39208349968908,,,0,
1349,1349,Sant Vicent Màrtir - Mossén Febrer,C SAN VICENTE MARTIR 306 - VALÈNCIA,39.4509734148101,-0.385065758036486,,,0,
135,135,Sants Just i Pastor - Humanista Furió,C SANTOS JUSTO Y PASTOR 81 - VALÈNCIA,39.4688145126548,-0.344920591461373,,,0,
1350,1350,Sant Vicent Màrtir - Almudaina,C SAN VICENTE MARTIR 267 - VALÈNCIA,39.4529865903496,-0.384458755400165,,,0,
1352,1352,La Plata - Alberola,AV PLATA  DE  LA 33 - VALÈNCIA,39.4543222695177,-0.369107541568577,,,0,
1353,1353,La Plata - Ausiàs March,AV PLATA  DE  LA 7 - VALÈNCIA,39.4532075144163,-0.371803105952917,,,0,
1354,1354,Poliesportiu Malilla,C BERNAT DESCOLL 14 - VALÈNCIA,39.4517588521424,-0.374494368945742,,,0,
1355,1355,Oltà - Ausiàs March,C OLTA 70 - VALÈNCIA,39.4533196653234,-0.373816938419924,,,0,
1356,1356,La Plata  - Fonteta de Sant Lluís,AV PLATA  DE  LA 7 (DAVANT) - VALÈNCIA,39.4528970755016,-0.371796393894455,,,0,
1357,1357,Parc central de Bombers,AV PLATA  DE  LA 33 (DAVANT) - VALÈNCIA,39.4541373781909,-0.368945262742703,,,0,
136,136,Sants Just i Pastor - Lleons,C SANTOS JUSTO Y PASTOR 59 - VALÈNCIA,39.4694731441862,-0.3472308464422,,,0,
1361,1361,Tarongers - Metro La Carrasca,AV NARANJOS  LOS DAVANT CIÈNCIES SOCIALS. - VALÈNCIA,39.4798244802004,-0.344630380154855,,,0,
1362,1362,Tomás de Montañana - Albereda,C PADRE TOMAS MONTAÑANA ROTONDA (PAR) - VALÈNCIA,39.4611021284202,-0.353244471466152,,,0,
1363,1363,Regne de València (imparell) - Alcalde Reig,AV REGNE DE VALENCIA 100 (DAVANT) - VALÈNCIA,39.4623526522046,-0.361103506038054,,,0,
1364,1364,Regne de València (parell) - Alcalde Reig,AV REGNE DE VALENCIA 102 - VALÈNCIA,39.4621050782019,-0.360861147545182,,,0,
1365,1365,Tomás de Montañana - França,C PADRE TOMAS MONTAÑANA ROTONDA (IMPAR) - VALÈNCIA,39.4609204921604,-0.352970200521395,,,0,
1366,1366,La Llum,C ALQUERIA NOVA CORTES D'ARENÓS - VALÈNCIA,39.4684573741975,-0.417148661609603,,,0,
1369,1369,Tres Creus (central) - Pare Esteban Pernet,AV TRES CRUCES BARDISSA CENTRAL - VALÈNCIA,39.4673821192118,-0.406124958535859,,,0,
137,137,Sants Just i Pastor (imparell) - Metro Amistat,C SANTOS JUSTO Y PASTOR 27 - VALÈNCIA,39.4703078661124,-0.350067036314809,,,0,
1370,1370,Pare Esteban Pernet - Misericòrdia,C PADRE ESTEBAN PERNET MISERICÒRDIA - VALÈNCIA,39.4671757157697,-0.409769189086799,,,0,
1374,1374,Punta al Mar (parell) - Riu,CAMI PUNTA AL MAR  DE LA 29 (DAVANT) - VALÈNCIA,39.4454902950916,-0.339652175604746,,,0,
1375,1375,Punta al Mar (parell) - Canal,CAMI PUNTA AL MAR  DE LA 57 (DAVANT) - VALÈNCIA,39.4451139423183,-0.337063892785161,,,0,
1376,1376,Camí del Canal - Guitarrista Tàrrega,CAMI CANAL 40 - VALÈNCIA,39.4472122498342,-0.33545916036527,,,0,
138,138,Centre de Salut República Argentina,C SANTOS JUSTO Y PASTOR 9 - VALÈNCIA,39.4710657391462,-0.352690379068044,,,0,
1380,1380,Punta al Mar (imparell) - Canal,CAMI PUNTA AL MAR  DE LA 57 - VALÈNCIA,39.4451971571618,-0.337319718612262,,,0,
1381,1381,Punta al Mar (imparell) - Riu,CAMI PUNTA AL MAR  DE LA 29 - VALÈNCIA,39.4455260705312,-0.339556507305224,,,0,
1382,1382,Hospital Clínic - Facultat Medicina,AV BLASCO IBAÑEZ BARDISSA CENTRAL (H.CLÍNIC) - VALÈNCIA,39.4787171805196,-0.363939535185763,,,0,
1384,1384,Serradora - Poliesportiu,C SERRERIA POLIESPORTIU - VALÈNCIA,39.4666773260194,-0.335037159019918,,,0,
1385,1385,Martí Grajales - Serradora,C MARTI GRAJALES 2 - VALÈNCIA,39.4683293919977,-0.33442856987003,,,0,
1386,1386,Centre de Salut Serreria,C SERRERIA 73 - VALÈNCIA,39.4681019054091,-0.335070839699673,,,0,
1387,1387,Sants Just i Pastor - Fusta,C SANTOS JUSTO Y PASTOR 151 - VALÈNCIA,39.4665109443747,-0.336977282688679,,,0,
139,139,Sants Just i Pastor - Lluís de Milà,C SANTOS JUSTO Y PASTOR 22 - VALÈNCIA,39.4707631382441,-0.352202283733009,,,0,
14,14,Cavite - Riu Tajo,C CAVITE 26 - VALÈNCIA,39.4761728001552,-0.326586446158312,,,0,
140,140,Sants Just i Pastor (parell) - Metro Amistat,C SANTOS JUSTO Y PASTOR 56 - VALÈNCIA,39.4698352430955,-0.349074375124388,,,0,
1409,1409,Blasco Ibáñez - Manuela Estellés,AV BLASCO IBAÑEZ 196 - VALÈNCIA,39.4701626146612,-0.336070331211096,,,0,
141,141,Sants Just i Pastor - Peris Brell,C SANTOS JUSTO Y PASTOR 78 - VALÈNCIA,39.4690251084292,-0.346274449845577,,,0,
