service_id,date,exception_type
2812,20250612,1
2812,20250613,1
2809,20250614,1
2810,20250615,1
2812,20250616,1
2813,20250617,1
2813,20250618,1
2813,20250619,1
2813,20250620,1
2809,20250621,1
2810,20250622,1
2813,20250623,1
2811,20250624,1
2813,20250625,1
2813,20250626,1
2813,20250627,1
2809,20250628,1
2810,20250629,1
2813,20250630,1
