route_id,service_id,trip_id,trip_headsign,shape_id
V10-197-190,2810,4541884,Alacant,73
V10-190-194,2810,4541796,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2810,4541885,Alacant,73
V10-190-197,2810,4541797,Natzaret,74
V10-197-190,2810,4541886,Alacant,73
V10-190-194,2810,4541798,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2810,4541887,Alacant,73
V10-190-197,2810,4541799,Natzaret,74
V10-197-190,2810,4541888,Alacant,73
V10-190-194,2810,4541800,Ciutat Arts i Ciències - Justícia,74
V1-20-39,2810,4541196,València Sud,48
V10-194-190,2810,4541889,Alacant,73
V10-190-197,2810,4541801,Natzaret,74
V10-197-190,2810,4541890,Alacant,73
V10-190-194,2810,4541802,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2810,4541891,Alacant,73
V10-190-197,2810,4541803,Natzaret,74
V10-197-190,2810,4541892,Alacant,73
V10-190-194,2810,4541804,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2810,4541893,Alacant,73
V10-190-197,2810,4541805,Natzaret,74
V1-39-20,2810,4540921,Bétera,2
V10-197-190,2810,4541894,Alacant,73
V10-190-194,2810,4541806,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2810,4541895,Alacant,73
V10-190-197,2810,4541807,Natzaret,74
V10-197-190,2810,4541896,Alacant,73
V10-190-194,2810,4541808,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2810,4541897,Alacant,73
V10-190-197,2810,4541809,Natzaret,74
V10-197-190,2810,4541898,Alacant,73
V10-190-194,2810,4541810,Ciutat Arts i Ciències - Justícia,74
V1-20-39,2810,4541195,València Sud,48
V10-194-190,2810,4541899,Alacant,73
V10-190-197,2810,4541811,Natzaret,74
V10-197-190,2810,4541900,Alacant,73
V10-190-194,2810,4541812,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2810,4541901,Alacant,73
V10-190-197,2810,4541813,Natzaret,74
V10-197-190,2810,4541902,Alacant,73
V10-190-194,2810,4541814,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2810,4541903,Alacant,73
V10-190-197,2810,4541815,Natzaret,74
V1-39-20,2810,4540920,Bétera,2
V10-197-190,2810,4541904,Alacant,73
V10-190-197,2810,4541816,Natzaret,74
V10-197-190,2810,4541905,Alacant,73
V10-190-197,2810,4541817,Natzaret,74
V10-197-190,2810,4541906,Alacant,73
V10-190-197,2810,4541818,Natzaret,74
V10-197-190,2810,4541907,Alacant,73
V10-190-197,2810,4541819,Natzaret,74
V10-197-190,2810,4541908,Alacant,73
V1-36-20,2810,4540919,Seminari - CEU,2
V1-20-36,2810,4541194,València Sud,48
V1-39-20,2810,4540918,Bétera,2
V1-20-39,2810,4541193,València Sud,48
V1-36-20,2810,4540917,Seminari - CEU,2
V1-39-20,2810,4540916,Bétera,2
V1-20-39,2810,4541192,València Sud,48
V1-36-20,2810,4540915,Seminari - CEU,2
V1-20-36,2810,4541191,València Sud,48
V1-39-20,2810,4540914,Bétera,2
V1-20-39,2810,4541190,València Sud,48
V1-36-20,2810,4540913,Seminari - CEU,2
V1-20-36,2810,4541189,València Sud,48
V1-39-20,2810,4540912,Bétera,2
V1-20-39,2810,4541188,València Sud,48
V1-36-20,2810,4540911,Seminari - CEU,2
V1-20-36,2810,4541187,València Sud,48
V1-39-20,2810,4540910,Bétera,2
V1-20-39,2810,4541186,València Sud,48
V1-36-20,2810,4540909,Seminari - CEU,2
V1-20-36,2810,4541185,València Sud,48
V1-39-20,2810,4540908,Bétera,2
V1-20-39,2810,4541184,València Sud,48
V1-36-20,2810,4540907,Seminari - CEU,2
V1-20-36,2810,4541183,València Sud,48
V1-39-20,2810,4540906,Bétera,2
V1-20-39,2810,4541182,València Sud,48
V1-36-20,2810,4540905,Seminari - CEU,2
V1-20-36,2810,4541181,València Sud,48
V1-39-20,2810,4540904,Bétera,2
V1-20-39,2810,4541180,València Sud,48
V1-36-20,2810,4540903,Seminari - CEU,2
V1-20-36,2810,4541179,València Sud,48
V1-39-20,2810,4540902,Bétera,2
V1-20-39,2810,4541178,València Sud,48
V1-36-20,2810,4540901,Seminari - CEU,2
V1-20-36,2810,4541177,València Sud,48
V1-39-20,2810,4540900,Bétera,2
V1-20-39,2810,4541176,València Sud,48
V1-36-20,2810,4540899,Seminari - CEU,2
V1-20-36,2810,4541175,València Sud,48
V1-39-20,2810,4540898,Bétera,2
V1-20-39,2810,4541174,València Sud,48
V1-36-20,2810,4540897,Seminari - CEU,2
V1-20-36,2810,4541173,València Sud,48
V1-39-20,2810,4540896,Bétera,2
V1-20-39,2810,4541172,València Sud,48
V1-36-20,2810,4540895,Seminari - CEU,2
V1-20-36,2810,4541171,València Sud,48
V1-39-20,2810,4540894,Bétera,2
V1-20-39,2810,4541170,València Sud,48
V1-36-20,2810,4540893,Seminari - CEU,2
V1-20-36,2810,4541169,València Sud,48
V1-39-20,2810,4540892,Bétera,2
V1-20-39,2810,4541168,València Sud,48
V1-36-20,2810,4540891,Seminari - CEU,2
V1-20-36,2810,4541167,València Sud,48
V1-39-20,2810,4540890,Bétera,2
V1-20-39,2810,4541166,València Sud,48
V1-36-20,2810,4540889,Seminari - CEU,2
V1-20-36,2810,4541165,València Sud,48
V1-39-20,2810,4540888,Bétera,2
V1-20-39,2810,4541164,València Sud,48
V1-36-20,2810,4540887,Seminari - CEU,2
V1-20-36,2810,4541163,València Sud,48
V1-39-20,2810,4540886,Bétera,2
V1-20-39,2810,4541162,València Sud,48
V1-36-20,2810,4540885,Seminari - CEU,2
V1-20-36,2810,4541161,València Sud,48
V1-39-20,2810,4540884,Bétera,2
V1-20-39,2810,4541160,València Sud,48
V1-36-20,2810,4540883,Seminari - CEU,2
V1-20-36,2810,4541159,València Sud,48
V1-39-20,2810,4540882,Bétera,2
V1-20-39,2810,4541158,València Sud,48
V1-29-20,2810,4540881,Empalme,2
V1-20-36,2810,4541157,València Sud,48
V1-39-20,2810,4540880,Bétera,2
V1-20-39,2810,4541156,València Sud,48
V1-29-20,2810,4540879,Empalme,2
V1-20-36,2810,4541155,València Sud,48
V1-29-20,2810,4540878,Empalme,2
V1-20-39,2810,4541154,València Sud,48
V1-20-39,2810,4541153,València Sud,48
V2-54-20,2810,4540877,Llíria,1
V2-54-20,2810,4540876,Llíria,1
V2-20-44,2810,4541152,València Sud,47
V2-54-20,2810,4540875,Llíria,1
V2-20-54,2810,4541151,València Sud,47
V2-54-20,2810,4540874,Llíria,1
V2-44-20,2810,4540873,Paterna,1
V2-20-54,2810,4541150,València Sud,47
V2-54-20,2810,4540872,Llíria,1
V2-44-20,2810,4540871,Paterna,1
V2-20-54,2810,4541149,València Sud,47
V2-54-20,2810,4540870,Llíria,1
V2-20-44,2810,4541148,València Sud,47
V2-44-20,2810,4540869,Paterna,1
V2-20-54,2810,4541147,València Sud,47
V2-54-20,2810,4540868,Llíria,1
V2-20-44,2810,4541146,València Sud,47
V2-44-20,2810,4540867,Paterna,1
V2-20-54,2810,4541145,València Sud,47
V2-54-20,2810,4540866,Llíria,1
V2-20-44,2810,4541144,València Sud,47
V2-44-20,2810,4540865,Paterna,1
V2-20-54,2810,4541143,València Sud,47
V2-54-20,2810,4540864,Llíria,1
V2-20-44,2810,4541142,València Sud,47
V2-44-20,2810,4540863,Paterna,1
V2-20-54,2810,4541141,València Sud,47
V2-54-20,2810,4540862,Llíria,1
V2-20-44,2810,4541140,València Sud,47
V2-44-20,2810,4540861,Paterna,1
V2-20-54,2810,4541139,València Sud,47
V2-54-20,2810,4540860,Llíria,1
V2-20-44,2810,4541138,València Sud,47
V2-44-20,2810,4540859,Paterna,1
V2-20-54,2810,4541137,València Sud,47
V2-54-20,2810,4540858,Llíria,1
V2-20-44,2810,4541136,València Sud,47
V2-44-20,2810,4540857,Paterna,1
V2-20-54,2810,4541135,València Sud,47
V2-54-20,2810,4540856,Llíria,1
V2-20-44,2810,4541134,València Sud,47
V2-44-20,2810,4540855,Paterna,1
V2-20-54,2810,4541133,València Sud,47
V2-54-20,2810,4540854,Llíria,1
V2-20-44,2810,4541132,València Sud,47
V2-44-20,2810,4540853,Paterna,1
V2-20-54,2810,4541131,València Sud,47
V2-54-20,2810,4540852,Llíria,1
V2-20-44,2810,4541130,València Sud,47
V2-44-20,2810,4540851,Paterna,1
V2-20-54,2810,4541129,València Sud,47
V2-54-20,2810,4540850,Llíria,1
V2-20-44,2810,4541128,València Sud,47
V2-44-20,2810,4540849,Paterna,1
V2-20-54,2810,4541127,València Sud,47
V2-54-20,2810,4540848,Llíria,1
V2-20-44,2810,4541126,València Sud,47
V2-44-20,2810,4540847,Paterna,1
V2-20-54,2810,4541125,València Sud,47
V2-54-20,2810,4540846,Llíria,1
V2-20-44,2810,4541124,València Sud,47
V2-44-20,2810,4540845,Paterna,1
V2-20-54,2810,4541123,València Sud,47
V2-54-20,2810,4540844,Llíria,1
V2-20-44,2810,4541122,València Sud,47
V2-44-20,2810,4540843,Paterna,1
V2-20-54,2810,4541121,València Sud,47
V2-54-20,2810,4540842,Llíria,1
V2-20-44,2810,4541120,València Sud,47
V2-44-20,2810,4540841,Paterna,1
V2-20-54,2810,4541119,València Sud,47
V2-54-20,2810,4540840,Llíria,1
V2-20-44,2810,4541118,València Sud,47
V2-44-20,2810,4540839,Paterna,1
V2-20-54,2810,4541117,València Sud,47
V2-54-20,2810,4540838,Llíria,1
V2-20-44,2810,4541116,València Sud,47
V2-44-20,2810,4540837,Paterna,1
V2-20-54,2810,4541115,València Sud,47
V2-54-20,2810,4540836,Llíria,1
V2-20-44,2810,4541114,València Sud,47
V2-44-20,2810,4540835,Paterna,1
V2-20-54,2810,4541113,València Sud,47
V2-54-20,2810,4540834,Llíria,1
V2-20-44,2810,4541112,València Sud,47
V2-20-54,2810,4541111,València Sud,47
V2-54-20,2810,4540833,Llíria,1
V2-20-44,2810,4541110,València Sud,47
V2-20-54,2810,4541109,València Sud,47
V2-20-54,2810,4541108,València Sud,47
V2-20-54,2810,4541107,València Sud,47
V3-64-66,2810,4540832,Rafelbunyol,3
V3-182-66,2810,4541106,Aeroport,43
V3-64-182,2810,4540831,Rafelbunyol,3
V3-182-66,2810,4541105,Aeroport,43
V3-64-182,2810,4540830,Rafelbunyol,3
V3-182-64,2810,4541104,Aeroport,43
V3-64-182,2810,4540829,Rafelbunyol,3
V3-182-64,2810,4541103,Aeroport,43
V3-64-182,2810,4540828,Rafelbunyol,3
V3-182-56,2810,4541102,Aeroport,43
V3-64-182,2810,4540827,Rafelbunyol,3
V3-182-64,2810,4541101,Aeroport,43
V3-64-182,2810,4540826,Rafelbunyol,3
V3-182-56,2810,4541100,Aeroport,43
V3-64-182,2810,4540825,Rafelbunyol,3
V3-182-64,2810,4541099,Aeroport,43
V3-64-182,2810,4540824,Rafelbunyol,3
V3-182-56,2810,4541098,Aeroport,43
V3-64-182,2810,4540823,Rafelbunyol,3
V3-182-64,2810,4541097,Aeroport,43
V3-64-182,2810,4540822,Rafelbunyol,3
V3-182-64,2810,4541096,Aeroport,43
V3-64-182,2810,4540821,Rafelbunyol,3
V3-182-64,2810,4541095,Aeroport,43
V3-64-182,2810,4540820,Rafelbunyol,3
V3-182-64,2810,4541094,Aeroport,43
V3-64-182,2810,4540819,Rafelbunyol,3
V3-182-64,2810,4541093,Aeroport,43
V3-64-182,2810,4540818,Rafelbunyol,3
V3-182-64,2810,4541092,Aeroport,43
V3-64-182,2810,4540817,Rafelbunyol,3
V3-182-64,2810,4541091,Aeroport,43
V3-64-182,2810,4540816,Rafelbunyol,3
V3-182-64,2810,4541090,Aeroport,43
V3-64-182,2810,4540815,Rafelbunyol,3
V3-182-64,2810,4541089,Aeroport,43
V3-64-182,2810,4540814,Rafelbunyol,3
V3-182-64,2810,4541088,Aeroport,43
V3-64-182,2810,4540813,Rafelbunyol,3
V3-182-64,2810,4541087,Aeroport,43
V3-64-182,2810,4540812,Rafelbunyol,3
V3-182-64,2810,4541086,Aeroport,43
V3-64-182,2810,4540811,Rafelbunyol,3
V3-182-64,2810,4541085,Aeroport,43
V3-64-182,2810,4540810,Rafelbunyol,3
V3-182-64,2810,4541084,Aeroport,43
V3-64-182,2810,4540809,Rafelbunyol,3
V3-182-64,2810,4541083,Aeroport,43
V3-64-182,2810,4540808,Rafelbunyol,3
V3-182-64,2810,4541082,Aeroport,43
V3-64-182,2810,4540807,Rafelbunyol,3
V3-182-64,2810,4541081,Aeroport,43
V3-64-182,2810,4540806,Rafelbunyol,3
V3-182-64,2810,4541080,Aeroport,43
V3-64-182,2810,4540805,Rafelbunyol,3
V3-182-64,2810,4541079,Aeroport,43
V3-64-182,2810,4540804,Rafelbunyol,3
V3-182-64,2810,4541078,Aeroport,43
V3-64-182,2810,4540803,Rafelbunyol,3
V3-182-64,2810,4541077,Aeroport,43
V3-64-182,2810,4540802,Rafelbunyol,3
V3-182-64,2810,4541076,Aeroport,43
V3-64-182,2810,4540801,Rafelbunyol,3
V3-182-64,2810,4541075,Aeroport,43
V3-178-64,2810,4540800,Rafelbunyol,3
V3-182-64,2810,4541074,Aeroport,43
V3-182-64,2810,4540799,Rafelbunyol,43
V3-182-64,2810,4541073,Aeroport,43
V3-182-64,2810,4540798,Rafelbunyol,43
V3-182-64,2810,4541072,Aeroport,43
V3-182-64,2810,4540797,Rafelbunyol,43
V3-182-64,2810,4541071,Aeroport,43
V3-182-64,2810,4540796,Rafelbunyol,43
V3-182-64,2810,4541070,Aeroport,43
V3-182-64,2810,4540795,Rafelbunyol,43
V3-182-64,2810,4541069,Aeroport,43
V3-182-56,2810,4540794,Alboraia Peris Aragó,43
V3-182-64,2810,4541068,Aeroport,43
V3-182-64,2810,4540793,Rafelbunyol,43
V3-182-64,2810,4541067,Aeroport,43
V3-182-56,2810,4540792,Alboraia Peris Aragó,43
V3-182-64,2810,4541066,Aeroport,43
V3-182-64,2810,4540791,Rafelbunyol,43
V3-182-56,2810,4540790,Alboraia Peris Aragó,43
V3-182-64,2810,4541065,Aeroport,43
V3-182-64,2810,4540789,Rafelbunyol,43
V3-182-64,2810,4541064,Aeroport,43
V3-182-64,2810,4540788,Rafelbunyol,43
V3-182-66,2810,4540787,Machado,43
V3-182-64,2810,4541063,Aeroport,43
V3-182-66,2810,4540786,Machado,43
V3-182-64,2810,4541062,Aeroport,43
V3-182-64,2810,4541061,Aeroport,43
V4-94-102,2810,4541315,Vicent Andrés Estellés,25
V4-95-98,2810,4541518,Dr. Lluch,5
V4-98-114,2810,4541316,Mas del Rosari,5
V4-95-98,2810,4541519,Dr. Lluch,5
V4-98-102,2810,4541318,Vicent Andrés Estellés,5
V4-95-98,2810,4541520,Dr. Lluch,5
V4-98-114,2810,4541319,Mas del Rosari,5
V4-95-98,2810,4541521,Dr. Lluch,5
V4-98-102,2810,4541321,Vicent Andrés Estellés,5
V4-102-98,2810,4541523,Dr. Lluch,25
V4-98-114,2810,4541323,Mas del Rosari,5
V4-114-98,2810,4541524,Dr. Lluch,25
V4-98-102,2810,4541325,Vicent Andrés Estellés,5
V4-102-98,2810,4541526,Dr. Lluch,25
V4-98-114,2810,4541327,Mas del Rosari,5
V4-114-98,2810,4541527,Dr. Lluch,25
V4-98-102,2810,4541329,Vicent Andrés Estellés,5
V4-102-98,2810,4541529,Dr. Lluch,25
V4-98-114,2810,4541331,Mas del Rosari,5
V4-114-98,2810,4541533,Dr. Lluch,25
V4-94-102,2810,4541334,Vicent Andrés Estellés,25
V4-95-98,2810,4541535,Dr. Lluch,5
V4-98-114,2810,4541335,Mas del Rosari,5
V4-102-98,2810,4541537,Dr. Lluch,25
V4-98-102,2810,4541338,Vicent Andrés Estellés,5
V4-95-98,2810,4541541,Dr. Lluch,5
V4-98-102,2810,4541340,Vicent Andrés Estellés,5
V4-114-98,2810,4541542,Dr. Lluch,25
V4-98-114,2810,4541342,Mas del Rosari,5
V4-95-98,2810,4541546,Dr. Lluch,5
V4-98-102,2810,4541344,Vicent Andrés Estellés,5
V4-102-98,2810,4541547,Dr. Lluch,25
V4-98-102,2810,4541346,Vicent Andrés Estellés,5
V4-95-98,2810,4541549,Dr. Lluch,5
V4-98-114,2810,4541349,Mas del Rosari,5
V4-114-98,2810,4541551,Dr. Lluch,25
V4-98-102,2810,4541351,Vicent Andrés Estellés,5
V4-102-98,2810,4541554,Dr. Lluch,25
V4-98-102,2810,4541353,Vicent Andrés Estellés,5
V4-102-98,2810,4541556,Dr. Lluch,25
V4-98-114,2810,4541356,Mas del Rosari,5
V4-114-98,2810,4541558,Dr. Lluch,25
V4-98-102,2810,4541358,Vicent Andrés Estellés,5
V4-102-98,2810,4541561,Dr. Lluch,25
V4-98-102,2810,4541360,Vicent Andrés Estellés,5
V4-102-98,2810,4541563,Dr. Lluch,25
V4-98-114,2810,4541363,Mas del Rosari,5
V4-114-98,2810,4541565,Dr. Lluch,25
V4-98-102,2810,4541365,Vicent Andrés Estellés,5
V4-102-98,2810,4541568,Dr. Lluch,25
V4-98-102,2810,4541366,Vicent Andrés Estellés,5
V4-102-98,2810,4541570,Dr. Lluch,25
V4-98-114,2810,4541369,Mas del Rosari,5
V4-114-98,2810,4541572,Dr. Lluch,25
V4-98-102,2810,4541372,Vicent Andrés Estellés,5
V4-102-98,2810,4541575,Dr. Lluch,25
V4-98-102,2810,4541374,Vicent Andrés Estellés,5
V4-102-98,2810,4541577,Dr. Lluch,25
V4-98-114,2810,4541377,Mas del Rosari,5
V4-114-98,2810,4541579,Dr. Lluch,25
V4-98-102,2810,4541379,Vicent Andrés Estellés,5
V4-102-98,2810,4541582,Dr. Lluch,25
V4-98-102,2810,4541381,Vicent Andrés Estellés,5
V4-102-98,2810,4541584,Dr. Lluch,25
V4-98-114,2810,4541384,Mas del Rosari,5
V4-114-98,2810,4541586,Dr. Lluch,25
V4-98-102,2810,4541386,Vicent Andrés Estellés,5
V4-102-98,2810,4541589,Dr. Lluch,25
V4-98-102,2810,4541388,Vicent Andrés Estellés,5
V4-102-98,2810,4541591,Dr. Lluch,25
V4-98-114,2810,4541391,Mas del Rosari,5
V4-114-98,2810,4541594,Dr. Lluch,25
V4-98-102,2810,4541393,Vicent Andrés Estellés,5
V4-102-98,2810,4541597,Dr. Lluch,25
V4-98-102,2810,4541395,Vicent Andrés Estellés,5
V4-102-98,2810,4541598,Dr. Lluch,25
V4-98-114,2810,4541398,Mas del Rosari,5
V4-114-98,2810,4541600,Dr. Lluch,25
V4-98-102,2810,4541400,Vicent Andrés Estellés,5
V4-102-98,2810,4541603,Dr. Lluch,25
V4-98-102,2810,4541402,Vicent Andrés Estellés,5
V4-102-98,2810,4541605,Dr. Lluch,25
V4-98-114,2810,4541405,Mas del Rosari,5
V4-114-98,2810,4541607,Dr. Lluch,25
V4-98-102,2810,4541407,Vicent Andrés Estellés,5
V4-102-98,2810,4541610,Dr. Lluch,25
V4-98-102,2810,4541409,Vicent Andrés Estellés,5
V4-102-98,2810,4541612,Dr. Lluch,25
V4-98-114,2810,4541412,Mas del Rosari,5
V4-114-98,2810,4541614,Dr. Lluch,25
V4-98-102,2810,4541414,Vicent Andrés Estellés,5
V4-102-98,2810,4541617,Dr. Lluch,25
V4-98-102,2810,4541416,Vicent Andrés Estellés,5
V4-102-98,2810,4541619,Dr. Lluch,25
V4-98-114,2810,4541419,Mas del Rosari,5
V4-114-98,2810,4541621,Dr. Lluch,25
V4-98-102,2810,4541421,Vicent Andrés Estellés,5
V4-102-98,2810,4541624,Dr. Lluch,25
V4-98-102,2810,4541423,Vicent Andrés Estellés,5
V4-102-98,2810,4541626,Dr. Lluch,25
V4-98-114,2810,4541426,Mas del Rosari,5
V4-114-98,2810,4541628,Dr. Lluch,25
V4-98-102,2810,4541428,Vicent Andrés Estellés,5
V4-102-98,2810,4541631,Dr. Lluch,25
V4-98-102,2810,4541430,Vicent Andrés Estellés,5
V4-102-98,2810,4541633,Dr. Lluch,25
V4-98-114,2810,4541433,Mas del Rosari,5
V4-114-98,2810,4541635,Dr. Lluch,25
V4-98-102,2810,4541435,Vicent Andrés Estellés,5
V4-102-98,2810,4541638,Dr. Lluch,25
V4-98-102,2810,4541437,Vicent Andrés Estellés,5
V4-102-98,2810,4541640,Dr. Lluch,25
V4-98-114,2810,4541440,Mas del Rosari,5
V4-114-98,2810,4541642,Dr. Lluch,25
V4-98-102,2810,4541442,Vicent Andrés Estellés,5
V4-102-98,2810,4541645,Dr. Lluch,25
V4-98-102,2810,4541444,Vicent Andrés Estellés,5
V4-102-98,2810,4541647,Dr. Lluch,25
V4-98-114,2810,4541447,Mas del Rosari,5
V4-114-98,2810,4541649,Dr. Lluch,25
V4-98-102,2810,4541449,Vicent Andrés Estellés,5
V4-102-98,2810,4541652,Dr. Lluch,25
V4-98-102,2810,4541451,Vicent Andrés Estellés,5
V4-102-98,2810,4541654,Dr. Lluch,25
V4-98-114,2810,4541454,Mas del Rosari,5
V4-114-98,2810,4541656,Dr. Lluch,25
V4-98-102,2810,4541456,Vicent Andrés Estellés,5
V4-102-98,2810,4541659,Dr. Lluch,25
V4-98-102,2810,4541458,Vicent Andrés Estellés,5
V4-102-98,2810,4541661,Dr. Lluch,25
V4-98-114,2810,4541461,Mas del Rosari,5
V4-114-98,2810,4541663,Dr. Lluch,25
V4-98-102,2810,4541463,Vicent Andrés Estellés,5
V4-102-98,2810,4541666,Dr. Lluch,25
V4-98-102,2810,4541465,Vicent Andrés Estellés,5
V4-102-98,2810,4541668,Dr. Lluch,25
V4-98-114,2810,4541468,Mas del Rosari,5
V4-114-98,2810,4541670,Dr. Lluch,25
V4-98-102,2810,4541470,Vicent Andrés Estellés,5
V4-102-98,2810,4541673,Dr. Lluch,25
V4-98-102,2810,4541472,Vicent Andrés Estellés,5
V4-102-98,2810,4541675,Dr. Lluch,25
V4-98-114,2810,4541475,Mas del Rosari,5
V4-114-98,2810,4541677,Dr. Lluch,25
V4-98-102,2810,4541477,Vicent Andrés Estellés,5
V4-102-98,2810,4541680,Dr. Lluch,25
V4-98-102,2810,4541479,Vicent Andrés Estellés,5
V4-102-98,2810,4541682,Dr. Lluch,25
V4-98-114,2810,4541482,Mas del Rosari,5
V4-114-98,2810,4541685,Dr. Lluch,25
V4-98-102,2810,4541484,Vicent Andrés Estellés,5
V4-102-98,2810,4541687,Dr. Lluch,25
V4-98-102,2810,4541486,Vicent Andrés Estellés,5
V4-102-98,2810,4541689,Dr. Lluch,25
V4-98-114,2810,4541489,Mas del Rosari,5
V4-114-98,2810,4541691,Dr. Lluch,25
V4-98-102,2810,4541491,Vicent Andrés Estellés,5
V4-102-98,2810,4541694,Dr. Lluch,25
V4-98-102,2810,4541493,Vicent Andrés Estellés,5
V4-102-98,2810,4541696,Dr. Lluch,25
V4-98-114,2810,4541496,Mas del Rosari,5
V4-114-98,2810,4541698,Dr. Lluch,25
V4-98-102,2810,4541498,Vicent Andrés Estellés,5
V4-102-98,2810,4541701,Dr. Lluch,25
V4-98-102,2810,4541500,Vicent Andrés Estellés,5
V4-102-98,2810,4541703,Dr. Lluch,25
V4-98-114,2810,4541503,Mas del Rosari,5
V4-114-98,2810,4541705,Dr. Lluch,25
V4-98-102,2810,4541506,Vicent Andrés Estellés,5
V4-102-98,2810,4541708,Dr. Lluch,25
V4-102-98,2810,4541710,Dr. Lluch,25
V4-98-114,2810,4541508,Mas del Rosari,5
V4-114-98,2810,4541712,Dr. Lluch,25
V4-102-98,2810,4541714,Dr. Lluch,25
V4-102-98,2810,4541716,Dr. Lluch,25
V4-98-102,2810,4541513,Vicent Andrés Estellés,5
V4-114-98,2810,4541717,Dr. Lluch,25
V4-102-98,2810,4541719,Dr. Lluch,25
V4-102-98,2810,4541722,Dr. Lluch,25
V4-98-102,2810,4541516,Vicent Andrés Estellés,5
V4-114-98,2810,4541723,Dr. Lluch,25
V4-114-98,2810,4541727,Dr. Lluch,25
V4-102-98,2810,4541729,Dr. Lluch,25
V4-102-98,2810,4541730,Dr. Lluch,25
V4-94-115,2810,4541322,Ll. Llarga - Terramelar,25
V4-115-29,2810,4541531,Empalme,25
V4-29-115,2810,4541326,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541539,Empalme,25
V4-29-115,2810,4541330,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541544,Empalme,25
V4-29-115,2810,4541332,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541552,Empalme,25
V4-29-115,2810,4541337,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541560,Empalme,25
V4-29-115,2810,4541347,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541566,Empalme,25
V4-29-115,2810,4541354,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541574,Empalme,25
V4-29-115,2810,4541361,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541580,Empalme,25
V4-29-115,2810,4541367,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541588,Empalme,25
V4-29-115,2810,4541375,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541595,Empalme,25
V4-29-115,2810,4541382,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541602,Empalme,25
V4-29-115,2810,4541389,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541608,Empalme,25
V4-29-115,2810,4541396,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541616,Empalme,25
V4-29-115,2810,4541403,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541622,Empalme,25
V4-29-115,2810,4541410,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541630,Empalme,25
V4-29-115,2810,4541417,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541636,Empalme,25
V4-29-115,2810,4541424,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541644,Empalme,25
V4-29-115,2810,4541431,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541650,Empalme,25
V4-29-115,2810,4541438,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541658,Empalme,25
V4-29-115,2810,4541445,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541664,Empalme,25
V4-29-115,2810,4541452,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541672,Empalme,25
V4-29-115,2810,4541459,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541678,Empalme,25
V4-29-115,2810,4541466,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541683,Empalme,25
V4-29-115,2810,4541473,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541692,Empalme,25
V4-29-115,2810,4541480,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541700,Empalme,25
V4-29-115,2810,4541487,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541706,Empalme,25
V4-29-115,2810,4541494,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541713,Empalme,25
V4-29-115,2810,4541501,Ll. Llarga - Terramelar,5
V4-115-29,2810,4541721,Empalme,25
V4-29-115,2810,4541511,Ll. Llarga - Terramelar,5
V4-115-98,2810,4541725,Dr. Lluch,5
V5-69-123,2810,4540785,Marítim,7
V5-69-66,2810,4541060,Alameda,44
V5-69-123,2810,4540784,Marítim,7
V5-182-123,2810,4541059,Aeroport,7
V5-182-123,2810,4540783,Marítim,7
V5-69-66,2810,4541058,Alameda,44
V5-182-123,2810,4540782,Marítim,7
V5-182-123,2810,4541057,Aeroport,7
V5-69-123,2810,4540781,Marítim,7
V5-182-123,2810,4541056,Aeroport,7
V5-182-123,2810,4540780,Marítim,7
V5-69-66,2810,4541055,Alameda,44
V5-182-123,2810,4541054,Aeroport,7
V5-182-123,2810,4540779,Marítim,7
V5-182-123,2810,4541053,Aeroport,7
V5-182-123,2810,4540778,Marítim,7
V5-182-123,2810,4540777,Marítim,7
V5-182-123,2810,4541052,Aeroport,7
V5-182-123,2810,4540776,Marítim,7
V5-182-123,2810,4541051,Aeroport,7
